"TIME","CH1","CH2"
6.7576280e-01,0,-0.1
6.7576290e-01,-0.08,-0.2
6.7576300e-01,-0.12,-0.5
6.7576310e-01,0,-0.6
6.7576320e-01,0.12,-0.2
6.7576330e-01,-0.08,-0.6
6.7576340e-01,-0.12,-0.2
6.7576350e-01,0.08,-0.5
6.7576360e-01,0,-0.2
6.7576370e-01,0,-0.3
6.7576380e-01,-0.08,-0.3
6.7576390e-01,0,-0.5
6.7576400e-01,-0.04,-0.2
6.7576410e-01,-0.08,-0.2
6.7576420e-01,-0.12,-0.4
6.7576430e-01,0.04,-0.6
6.7576440e-01,-0.04,-0.5
6.7576450e-01,0.08,-0.4
6.7576460e-01,0.08,-0.2
6.7576470e-01,0.04,-0.2
6.7576480e-01,-0.08,-0.4
6.7576490e-01,-0.04,-0.5
6.7576500e-01,-0.12,-0.5
6.7576510e-01,-0.08,-0.6
6.7576520e-01,-0.04,-0.8
6.7576530e-01,0,-0.7
6.7576540e-01,-0.04,-0.6
6.7576550e-01,0,-0.5
6.7576560e-01,-0.08,-0.3
6.7576570e-01,0,-0.2
6.7576580e-01,-0.04,-0.5
6.7576590e-01,0.08,-0.6
6.7576600e-01,0.08,-0.4
6.7576610e-01,0.04,-0.5
6.7576620e-01,-0.04,-0.5
6.7576630e-01,-0.04,-0.5
6.7576640e-01,0,-0.5
6.7576650e-01,0,-0.2
6.7576660e-01,-0.08,-0.5
6.7576670e-01,-0.08,-0.5
6.7576680e-01,-0.12,-0.3
6.7576690e-01,0,-0.3
6.7576700e-01,-0.08,-0.1
6.7576710e-01,0,-0.3
6.7576720e-01,-0.08,-0.3
6.7576730e-01,-0.12,-0.5
6.7576740e-01,0.08,-0.2
6.7576750e-01,0,-0.5
6.7576760e-01,-0.04,-0.1
6.7576770e-01,-0.12,-0.4
6.7576780e-01,-0.08,-0.4
6.7576790e-01,0,-0.5
6.7576800e-01,0,-0.4
6.7576810e-01,0,-0.6
6.7576820e-01,-0.16,-0.5
6.7576830e-01,-0.08,-0.4
6.7576840e-01,-0.12,-0.3
6.7576850e-01,-0.16,-0.6
6.7576860e-01,0,-0.4
6.7576870e-01,0,-0.4
6.7576880e-01,-0.08,-0.7
6.7576890e-01,-0.12,-0.6
6.7576900e-01,0.08,-0.6
6.7576910e-01,-0.16,-0.4
6.7576920e-01,-0.2,-0.4
6.7576930e-01,-0.2,-0.8
6.7576940e-01,-0.04,-0.5
6.7576950e-01,-0.08,-0.6
6.7576960e-01,0,-0.5
6.7576970e-01,-0.08,-0.6
6.7576980e-01,-0.04,-0.7
6.7576990e-01,-0.16,-0.3
6.7577000e-01,0,-0.6
6.7577010e-01,0,-0.4
6.7577020e-01,-0.12,-0.7
6.7577030e-01,0.04,-0.6
6.7577040e-01,0,-0.3
6.7577050e-01,0,-0.2
6.7577060e-01,-0.04,-0.8
6.7577070e-01,-0.16,-0.6
6.7577080e-01,0,-0.5
6.7577090e-01,0,-0.3
6.7577100e-01,-0.16,-0.3
6.7577110e-01,-0.08,-0.5
6.7577120e-01,0.04,-0.6
6.7577130e-01,0,-0.5
6.7577140e-01,-0.04,-0.8
6.7577150e-01,-0.16,-0.4
6.7577160e-01,-0.04,-0.8
6.7577170e-01,0.08,-0.7
6.7577180e-01,-0.12,-0.5
6.7577190e-01,-0.12,-0.5
6.7577200e-01,-0.04,-0.5
6.7577210e-01,-0.12,-0.7
6.7577220e-01,-0.16,-0.7
6.7577230e-01,0,-0.1
6.7577240e-01,-0.16,-0.6
6.7577250e-01,-0.08,-0.3
6.7577260e-01,-0.12,-0.1
6.7577270e-01,-0.12,-0.6
6.7577280e-01,-0.04,-0.5
6.7577290e-01,-0.04,-0.2
6.7577300e-01,0,-0.5
6.7577310e-01,-0.2,-0.5
6.7577320e-01,0,-0.3
6.7577330e-01,-0.16,-0.5
6.7577340e-01,-0.04,-0.6
6.7577350e-01,0,-0.6
6.7577360e-01,0,-0.4
6.7577370e-01,-0.12,-0.5
6.7577380e-01,0,-0.9
6.7577390e-01,0,-0.5
6.7577400e-01,-0.08,-0.3
6.7577410e-01,-0.12,-0.6
6.7577420e-01,-0.08,-0.7
6.7577430e-01,0,-0.4
6.7577440e-01,-0.08,-0.4
6.7577450e-01,-0.08,-0.3
6.7577460e-01,-0.04,-0.5
6.7577470e-01,-0.12,-0.4
6.7577480e-01,0,-0.5
6.7577490e-01,-0.08,-0.4
6.7577500e-01,-0.04,-0.3
6.7577510e-01,-0.08,-0.4
6.7577520e-01,-0.2,-0.5
6.7577530e-01,0,-0.4
6.7577540e-01,-0.12,-0.6
6.7577550e-01,-0.08,-0.3
6.7577560e-01,-0.16,-0.4
6.7577570e-01,-0.12,-0.4
6.7577580e-01,-0.04,-0.4
6.7577590e-01,-0.08,-0.6
6.7577600e-01,0,-0.5
6.7577610e-01,0.04,-0.4
6.7577620e-01,-0.16,-0.5
6.7577630e-01,-0.04,-0.2
6.7577640e-01,-0.08,-0.9
6.7577650e-01,0.08,-0.7
6.7577660e-01,-0.16,-0.2
6.7577670e-01,-0.16,-0.8
6.7577680e-01,-0.16,-0.6
6.7577690e-01,0.08,-0.3
6.7577700e-01,0,-0.1
6.7577710e-01,0,-0.6
6.7577720e-01,-0.04,-0.6
6.7577730e-01,0.04,-0.7
6.7577740e-01,-0.04,-0.5
6.7577750e-01,-0.2,-0.3
6.7577760e-01,-0.08,-0.7
6.7577770e-01,-0.04,-0.4
6.7577780e-01,-0.08,-0.5
6.7577790e-01,-0.08,-0.7
6.7577800e-01,0,-0.5
6.7577810e-01,-0.04,-0.1
6.7577820e-01,-0.12,-0.6
6.7577830e-01,-0.12,-0.6
6.7577840e-01,-0.12,-0.7
6.7577850e-01,0.08,-0.2
6.7577860e-01,-0.16,-0.6
6.7577870e-01,0,-0.5
6.7577880e-01,-0.08,-0.6
6.7577890e-01,0,-0.1
6.7577900e-01,-0.04,-0.7
6.7577910e-01,-0.08,-0.1
6.7577920e-01,-0.24,-0.3
6.7577930e-01,-0.12,-0.5
6.7577940e-01,0,-0.4
6.7577950e-01,-0.12,-0.1
6.7577960e-01,-0.04,-0.4
6.7577970e-01,-0.12,-0.4
6.7577980e-01,-0.04,-0.3
6.7577990e-01,0.12,-0.3
6.7578000e-01,0.04,-0.7
6.7578010e-01,-0.04,-0.4
6.7578020e-01,-0.04,-0.3
6.7578030e-01,-0.08,-0.2
6.7578040e-01,0,-0.2
6.7578050e-01,0,-0.2
6.7578060e-01,-0.04,-0.2
6.7578070e-01,-0.04,-0.4
6.7578080e-01,-0.04,-0.5
6.7578090e-01,0.08,-0.2
6.7578100e-01,0,-0.3
6.7578110e-01,-0.04,-0.4
6.7578120e-01,0.16,-0.3
6.7578130e-01,-0.08,-0.3
6.7578140e-01,-0.04,-0.4
6.7578150e-01,-0.04,-0.4
6.7578160e-01,-0.08,-0.1
6.7578170e-01,0.04,-0.2
6.7578180e-01,-0.16,-0.4
6.7578190e-01,-0.12,-0.3
6.7578200e-01,-0.04,-0.4
6.7578210e-01,-0.12,-0.6
6.7578220e-01,0,-0.5
6.7578230e-01,-0.08,-0.2
6.7578240e-01,-0.04,-0.4
6.7578250e-01,-0.04,-0.5
6.7578260e-01,-0.08,-0.4
6.7578270e-01,0.04,-0.6
6.7578280e-01,-0.04,0.1
6.7578290e-01,0.08,-0.3
6.7578300e-01,0.04,-0.4
6.7578310e-01,-0.04,-0.7
6.7578320e-01,-0.16,-0.3
6.7578330e-01,0.08,-0.2
6.7578340e-01,-0.08,-0.2
6.7578350e-01,0.08,-0.8
6.7578360e-01,0,-0.5
6.7578370e-01,0,-0.4
6.7578380e-01,0,-0.6
6.7578390e-01,0.04,-0.3
6.7578400e-01,-0.04,-0.4
6.7578410e-01,0,-0.5
6.7578420e-01,0,-0.2
6.7578430e-01,0.08,-0.6
6.7578440e-01,0.08,-0.4
6.7578450e-01,-0.08,-0.2
6.7578460e-01,0,-0.3
6.7578470e-01,0,-0.6
6.7578480e-01,0.04,-0.5
6.7578490e-01,-0.12,-0.2
6.7578500e-01,-0.08,-0.3
6.7578510e-01,0.04,-0.5
6.7578520e-01,-0.04,-0.4
6.7578530e-01,0,-0.4
6.7578540e-01,-0.04,-0.3
6.7578550e-01,-0.04,0
6.7578560e-01,0.04,-0.8
6.7578570e-01,0.04,-0.4
6.7578580e-01,-0.16,-0.5
6.7578590e-01,-0.12,-0.3
6.7578600e-01,0,-0.4
6.7578610e-01,-0.04,-0.6
6.7578620e-01,0,-0.4
6.7578630e-01,0.04,-0.5
6.7578640e-01,-0.04,-0.2
6.7578650e-01,-0.08,-0.5
6.7578660e-01,-0.16,-0.3
6.7578670e-01,0.08,-0.8
6.7578680e-01,-0.04,0.2
6.7578690e-01,-0.08,-0.2
6.7578700e-01,-0.16,-0.3
6.7578710e-01,0.12,-0.4
6.7578720e-01,0.08,-0.3
6.7578730e-01,-0.04,-0.6
6.7578740e-01,-0.08,-0.2
6.7578750e-01,-0.04,-0.3
6.7578760e-01,-0.04,-0.2
6.7578770e-01,0,-0.3
6.7578780e-01,-0.08,-0.6
6.7578790e-01,-0.08,-0.3
6.7578800e-01,-0.08,-0.4
6.7578810e-01,-0.04,-0.3
6.7578820e-01,0.16,-0.1
6.7578830e-01,-0.08,-0.6
6.7578840e-01,0,-0.5
6.7578850e-01,-0.16,-0.6
6.7578860e-01,-0.12,-0.3
6.7578870e-01,-0.04,-0.4
6.7578880e-01,-0.04,-0.8
6.7578890e-01,-0.12,-0.7
6.7578900e-01,-0.12,-0.2
6.7578910e-01,0.04,-0.2
6.7578920e-01,-0.04,-0.5
6.7578930e-01,-0.12,-0.4
6.7578940e-01,-0.08,-0.5
6.7578950e-01,-0.12,-0.6
6.7578960e-01,-0.08,-0.4
6.7578970e-01,0,-0.6
6.7578980e-01,-0.04,-0.8
6.7578990e-01,-0.12,-0.5
6.7579000e-01,-0.2,-0.3
6.7579010e-01,-0.04,-0.6
6.7579020e-01,-0.16,-0.8
6.7579030e-01,0.04,-0.2
6.7579040e-01,-0.16,-0.2
6.7579050e-01,-0.16,-0.3
6.7579060e-01,-0.08,-0.6
6.7579070e-01,0.04,-0.5
6.7579080e-01,-0.12,-0.3
6.7579090e-01,-0.08,-0.4
6.7579100e-01,0,-0.4
6.7579110e-01,0.04,-0.4
6.7579120e-01,0.04,-0.8
6.7579130e-01,-0.04,-0.5
6.7579140e-01,0,-0.4
6.7579150e-01,-0.04,-0.5
6.7579160e-01,-0.04,-0.3
6.7579170e-01,-0.08,-0.3
6.7579180e-01,-0.04,-0.4
6.7579190e-01,-0.12,-0.6
6.7579200e-01,-0.16,-0.6
6.7579210e-01,-0.08,-0.5
6.7579220e-01,-0.16,-0.5
6.7579230e-01,-0.04,-0.4
6.7579240e-01,0,-0.5
6.7579250e-01,0,-0.5
6.7579260e-01,-0.08,-0.7
6.7579270e-01,-0.12,-0.4
6.7579280e-01,-0.12,-0.6
6.7579290e-01,-0.12,-0.2
6.7579300e-01,-0.04,-0.8
6.7579310e-01,-0.12,-0.8
6.7579320e-01,0.04,-0.5
6.7579330e-01,-0.12,-0.4
6.7579340e-01,-0.12,-0.8
6.7579350e-01,-0.12,-0.4
6.7579360e-01,-0.08,-0.7
6.7579370e-01,0.04,-0.3
6.7579380e-01,-0.16,-0.5
6.7579390e-01,-0.12,-0.7
6.7579400e-01,-0.12,-0.4
6.7579410e-01,0,-0.6
6.7579420e-01,0,-0.6
6.7579430e-01,0.12,-0.5
6.7579440e-01,0,-0.3
6.7579450e-01,-0.04,-0.5
6.7579460e-01,-0.08,-1
6.7579470e-01,-0.16,-0.7
6.7579480e-01,-0.16,-0.7
6.7579490e-01,-0.04,-0.6
6.7579500e-01,0,-0.5
6.7579510e-01,0,-0.3
6.7579520e-01,-0.12,-0.3
6.7579530e-01,0,-0.1
6.7579540e-01,-0.08,-0.7
6.7579550e-01,0,-0.3
6.7579560e-01,0.04,-0.6
6.7579570e-01,-0.12,-0.4
6.7579580e-01,-0.08,-0.5
6.7579590e-01,-0.04,-0.5
6.7579600e-01,-0.16,-0.7
6.7579610e-01,0,-0.6
6.7579620e-01,-0.04,-0.6
6.7579630e-01,0.04,-0.6
6.7579640e-01,0.04,-0.5
6.7579650e-01,-0.16,-0.7
6.7579660e-01,-0.04,-0.8
6.7579670e-01,-0.08,-0.4
6.7579680e-01,0,-0.4
6.7579690e-01,0.04,-0.3
6.7579700e-01,0.04,-0.6
6.7579710e-01,-0.04,-0.5
6.7579720e-01,0.04,-0.3
6.7579730e-01,-0.12,-0.5
6.7579740e-01,-0.12,-0.4
6.7579750e-01,-0.12,-0.5
6.7579760e-01,-0.24,-0.5
6.7579770e-01,0,-0.4
6.7579780e-01,-0.12,-0.6
6.7579790e-01,-0.12,-0.4
6.7579800e-01,-0.16,-0.5
6.7579810e-01,-0.16,-0.5
6.7579820e-01,-0.04,-0.5
6.7579830e-01,0.08,-0.5
6.7579840e-01,-0.08,-0.6
6.7579850e-01,-0.04,-0.4
6.7579860e-01,-0.12,-0.4
6.7579870e-01,0,-0.2
6.7579880e-01,0.04,-0.4
6.7579890e-01,0,-0.5
6.7579900e-01,-0.08,-0.7
6.7579910e-01,-0.12,-0.4
6.7579920e-01,0,-0.6
6.7579930e-01,-0.12,-0.4
6.7579940e-01,0,-0.5
6.7579950e-01,-0.04,-0.5
6.7579960e-01,-0.08,0
6.7579970e-01,-0.08,-0.6
6.7579980e-01,0,-0.5
6.7579990e-01,0.12,-0.4
6.7580000e-01,0.04,-0.1
6.7580010e-01,-0.08,-0.2
6.7580020e-01,0.04,-0.4
6.7580030e-01,0.04,-0.3
6.7580040e-01,0.04,-0.3
6.7580050e-01,-0.04,-0.7
6.7580060e-01,-0.16,-0.7
6.7580070e-01,-0.04,-0.4
6.7580080e-01,0,-0.3
6.7580090e-01,0.04,-0.1
6.7580100e-01,0,-0.5
6.7580110e-01,-0.08,-0.5
6.7580120e-01,0,-0.4
6.7580130e-01,0.04,-0.5
6.7580140e-01,-0.04,-0.3
6.7580150e-01,-0.08,-0.6
6.7580160e-01,-0.08,-0.5
6.7580170e-01,-0.04,-0.4
6.7580180e-01,0.04,-0.7
6.7580190e-01,0,-0.2
6.7580200e-01,-0.04,-0.8
6.7580210e-01,-0.08,-0.4
6.7580220e-01,-0.16,-0.5
6.7580230e-01,-0.04,-0.6
6.7580240e-01,-0.04,-0.6
6.7580250e-01,0.04,-0.3
6.7580260e-01,0,-0.1
6.7580270e-01,0.08,-0.6
6.7580280e-01,-0.04,0
6.7580290e-01,-0.04,-0.6
6.7580300e-01,-0.04,-0.2
6.7580310e-01,-0.08,-0.5
6.7580320e-01,0,-0.3
6.7580330e-01,-0.12,-0.5
6.7580340e-01,0.04,-0.4
6.7580350e-01,-0.08,-0.4
6.7580360e-01,-0.08,-0.6
6.7580370e-01,0.08,-0.5
6.7580380e-01,-0.04,-0.5
6.7580390e-01,0.04,-0.6
6.7580400e-01,-0.08,-0.6
6.7580410e-01,0.04,-0.1
6.7580420e-01,0.08,-0.2
6.7580430e-01,0,-0.2
6.7580440e-01,-0.08,-0.2
6.7580450e-01,0.04,-0.7
6.7580460e-01,0,-0.5
6.7580470e-01,-0.08,-0.4
6.7580480e-01,-0.08,-0.6
6.7580490e-01,-0.12,-0.8
6.7580500e-01,0,-0.1
6.7580510e-01,-0.08,-0.6
6.7580520e-01,-0.08,-0.4
6.7580530e-01,-0.12,-0.2
6.7580540e-01,-0.08,-0.7
6.7580550e-01,0,-0.9
6.7580560e-01,0.04,-0.6
6.7580570e-01,-0.04,-0.2
6.7580580e-01,-0.04,-0.2
6.7580590e-01,0.08,-0.7
6.7580600e-01,0,-0.4
6.7580610e-01,0,-0.3
6.7580620e-01,-0.08,-0.5
6.7580630e-01,-0.08,-0.2
6.7580640e-01,-0.04,-0.4
6.7580650e-01,-0.12,-0.5
6.7580660e-01,-0.12,-0.4
6.7580670e-01,0.12,-0.5
6.7580680e-01,-0.2,-0.3
6.7580690e-01,0.08,-0.5
6.7580700e-01,-0.04,-0.5
6.7580710e-01,-0.12,-0.6
6.7580720e-01,0.04,0
6.7580730e-01,-0.04,-0.5
6.7580740e-01,-0.04,-0.5
6.7580750e-01,-0.16,-0.2
6.7580760e-01,-0.04,-0.5
6.7580770e-01,-0.04,-0.4
6.7580780e-01,-0.12,-0.6
6.7580790e-01,0.12,-0.3
6.7580800e-01,-0.12,-0.3
6.7580810e-01,-0.08,-0.6
6.7580820e-01,0,-0.3
6.7580830e-01,-0.2,-0.8
6.7580840e-01,-0.16,-0.5
6.7580850e-01,-0.24,-0.4
6.7580860e-01,-0.12,-0.5
6.7580870e-01,-0.16,-0.4
6.7580880e-01,-0.08,-0.5
6.7580890e-01,-0.04,-0.6
6.7580900e-01,-0.12,-0.4
6.7580910e-01,-0.08,-0.8
6.7580920e-01,0.04,-0.1
6.7580930e-01,-0.08,-0.3
6.7580940e-01,-0.16,-0.7
6.7580950e-01,-0.04,-0.5
6.7580960e-01,-0.04,-0.2
6.7580970e-01,-0.12,-0.4
6.7580980e-01,-0.08,-0.4
6.7580990e-01,0,-0.3
6.7581000e-01,0.04,-0.7
6.7581010e-01,0,-0.6
6.7581020e-01,-0.12,-0.3
6.7581030e-01,-0.04,-0.6
6.7581040e-01,-0.12,-0.5
6.7581050e-01,0,-0.7
6.7581060e-01,-0.16,-0.2
6.7581070e-01,-0.12,-0.5
6.7581080e-01,-0.08,-0.7
6.7581090e-01,0.04,-0.5
6.7581100e-01,0,-0.8
6.7581110e-01,-0.08,-0.7
6.7581120e-01,-0.08,-0.8
6.7581130e-01,0,-0.8
6.7581140e-01,-0.12,-0.2
6.7581150e-01,0,-0.7
6.7581160e-01,-0.12,-0.6
6.7581170e-01,-0.16,-0.4
6.7581180e-01,-0.2,-0.6
6.7581190e-01,-0.24,-0.6
6.7581200e-01,-0.12,-0.5
6.7581210e-01,-0.16,-0.4
6.7581220e-01,-0.12,-0.4
6.7581230e-01,-0.12,-0.8
6.7581240e-01,0.04,-0.6
6.7581250e-01,-0.04,-0.4
6.7581260e-01,-0.04,-0.5
6.7581270e-01,-0.2,-0.7
6.7581280e-01,0.04,-0.4
6.7581290e-01,0.04,-0.5
6.7581300e-01,0,-0.4
6.7581310e-01,0.04,-0.3
6.7581320e-01,-0.04,0
6.7581330e-01,-0.08,-0.8
6.7581340e-01,0,-0.4
6.7581350e-01,0,-0.4
6.7581360e-01,-0.08,-0.2
6.7581370e-01,0,-0.4
6.7581380e-01,0.08,-0.8
6.7581390e-01,-0.04,-0.7
6.7581400e-01,-0.08,-0.3
6.7581410e-01,0,-0.4
6.7581420e-01,0,-0.6
6.7581430e-01,-0.24,-0.5
6.7581440e-01,0,-0.5
6.7581450e-01,0,-0.6
6.7581460e-01,-0.04,-0.5
6.7581470e-01,0,-0.4
6.7581480e-01,-0.12,-0.6
6.7581490e-01,-0.04,-0.2
6.7581500e-01,-0.08,-0.5
6.7581510e-01,-0.16,-0.3
6.7581520e-01,-0.16,-0.4
6.7581530e-01,-0.04,-0.7
6.7581540e-01,-0.08,-0.2
6.7581550e-01,-0.16,-0.5
6.7581560e-01,-0.08,-0.5
6.7581570e-01,-0.2,-0.6
6.7581580e-01,-0.2,-0.6
6.7581590e-01,-0.08,-0.4
6.7581600e-01,-0.12,-0.4
6.7581610e-01,0.04,-0.6
6.7581620e-01,-0.08,-0.6
6.7581630e-01,-0.16,-0.3
6.7581640e-01,0,-0.9
6.7581650e-01,0.04,-0.3
6.7581660e-01,-0.04,-0.2
6.7581670e-01,-0.12,-0.6
6.7581680e-01,-0.04,-0.7
6.7581690e-01,0.04,-0.6
6.7581700e-01,-0.16,-0.7
6.7581710e-01,-0.2,-0.5
6.7581720e-01,-0.12,-0.8
6.7581730e-01,-0.12,-0.7
6.7581740e-01,-0.12,-0.9
6.7581750e-01,-0.08,-0.6
6.7581760e-01,-0.12,-0.2
6.7581770e-01,-0.16,-0.2
6.7581780e-01,-0.2,-0.4
6.7581790e-01,0,-0.3
6.7581800e-01,-0.04,-0.7
6.7581810e-01,0.08,-0.4
6.7581820e-01,-0.12,-0.5
6.7581830e-01,0,-0.5
6.7581840e-01,-0.12,-0.7
6.7581850e-01,-0.04,-0.5
6.7581860e-01,-0.04,-0.2
6.7581870e-01,-0.04,-0.3
6.7581880e-01,0.04,-0.5
6.7581890e-01,-0.12,-0.4
6.7581900e-01,-0.08,-0.4
6.7581910e-01,0.04,-0.4
6.7581920e-01,0,-0.4
6.7581930e-01,-0.12,-0.4
6.7581940e-01,0.04,-0.1
6.7581950e-01,-0.04,-0.3
6.7581960e-01,0,-0.2
6.7581970e-01,0.04,-0.4
6.7581980e-01,-0.12,-0.4
6.7581990e-01,-0.04,-0.2
6.7582000e-01,-0.08,-0.4
6.7582010e-01,-0.04,-0.7
6.7582020e-01,0.04,-0.2
6.7582030e-01,-0.08,-0.4
6.7582040e-01,-0.08,-0.3
6.7582050e-01,0,-0.4
6.7582060e-01,-0.04,-0.2
6.7582070e-01,0.04,-0.2
6.7582080e-01,0.12,-0.6
6.7582090e-01,-0.04,-0.4
6.7582100e-01,0.08,-0.3
6.7582110e-01,-0.16,-0.4
6.7582120e-01,-0.2,-0.4
6.7582130e-01,-0.04,-0.2
6.7582140e-01,-0.12,-0.3
6.7582150e-01,-0.08,-0.8
6.7582160e-01,-0.2,-0.4
6.7582170e-01,-0.08,-0.4
6.7582180e-01,-0.04,-0.3
6.7582190e-01,-0.16,-0.6
6.7582200e-01,-0.04,-0.6
6.7582210e-01,-0.08,-0.7
6.7582220e-01,0,-0.5
6.7582230e-01,-0.08,-0.3
6.7582240e-01,-0.04,-0.5
6.7582250e-01,0,-0.4
6.7582260e-01,-0.04,-0.3
6.7582270e-01,-0.04,-0.6
6.7582280e-01,-0.04,-0.4
6.7582290e-01,0.04,-0.4
6.7582300e-01,-0.2,-0.4
6.7582310e-01,0.04,-0.4
6.7582320e-01,-0.04,-0.4
6.7582330e-01,-0.08,-0.4
6.7582340e-01,-0.04,-0.5
6.7582350e-01,-0.04,-0.1
6.7582360e-01,0,-0.4
6.7582370e-01,0.08,-0.6
6.7582380e-01,-0.04,-0.5
6.7582390e-01,0,-0.2
6.7582400e-01,0.08,-0.3
6.7582410e-01,-0.12,-0.1
6.7582420e-01,0,-0.4
6.7582430e-01,-0.08,-0.5
6.7582440e-01,0.04,-0.4
6.7582450e-01,-0.04,-0.4
6.7582460e-01,0,-0.4
6.7582470e-01,0.04,-0.4
6.7582480e-01,0,-0.4
6.7582490e-01,0.04,-0.5
6.7582500e-01,0,-0.1
6.7582510e-01,0,-0.3
6.7582520e-01,-0.04,-0.7
6.7582530e-01,0,-0.5
6.7582540e-01,0,-0.5
6.7582550e-01,-0.12,-0.4
6.7582560e-01,-0.12,-0.5
6.7582570e-01,-0.08,-0.4
6.7582580e-01,-0.04,-0.4
6.7582590e-01,0.04,-0.4
6.7582600e-01,0.04,-0.2
6.7582610e-01,0,-0.7
6.7582620e-01,-0.16,-0.3
6.7582630e-01,0,-0.6
6.7582640e-01,-0.08,-0.3
6.7582650e-01,-0.04,-0.3
6.7582660e-01,-0.08,-0.4
6.7582670e-01,-0.12,-0.7
6.7582680e-01,0,-0.2
6.7582690e-01,-0.08,-0.3
6.7582700e-01,-0.04,-0.3
6.7582710e-01,0,-0.5
6.7582720e-01,-0.08,-0.7
6.7582730e-01,0,-0.4
6.7582740e-01,-0.04,-0.5
6.7582750e-01,-0.08,-0.4
6.7582760e-01,0.04,-0.4
6.7582770e-01,-0.08,-0.5
6.7582780e-01,-0.04,-0.4
6.7582790e-01,0,-0.4
6.7582800e-01,0,-0.6
6.7582810e-01,-0.04,-0.5
6.7582820e-01,-0.08,-0.4
6.7582830e-01,0,-0.4
6.7582840e-01,-0.16,-0.6
6.7582850e-01,-0.16,-0.2
6.7582860e-01,-0.16,-0.2
6.7582870e-01,-0.12,-0.4
6.7582880e-01,0,-0.4
6.7582890e-01,-0.08,-0.2
6.7582900e-01,-0.04,-0.5
6.7582910e-01,-0.04,-0.7
6.7582920e-01,0,-0.3
6.7582930e-01,-0.04,-0.4
6.7582940e-01,-0.04,-0.4
6.7582950e-01,-0.04,-0.6
6.7582960e-01,-0.12,-0.4
6.7582970e-01,-0.04,-0.6
6.7582980e-01,-0.08,-0.3
6.7582990e-01,-0.04,-0.1
6.7583000e-01,-0.08,-0.5
6.7583010e-01,-0.08,-0.6
6.7583020e-01,-0.08,-0.5
6.7583030e-01,0.12,-0.4
6.7583040e-01,-0.2,-0.3
6.7583050e-01,-0.08,-0.3
6.7583060e-01,-0.04,-0.5
6.7583070e-01,0.04,-0.6
6.7583080e-01,0.04,-0.9
6.7583090e-01,-0.08,-0.6
6.7583100e-01,0.04,-0.4
6.7583110e-01,-0.12,-0.7
6.7583120e-01,-0.08,-0.4
6.7583130e-01,-0.04,-0.8
6.7583140e-01,0,-0.3
6.7583150e-01,0,-0.4
6.7583160e-01,-0.16,-0.8
6.7583170e-01,0.04,-0.5
6.7583180e-01,-0.04,-0.6
6.7583190e-01,-0.12,-0.1
6.7583200e-01,0.04,-0.3
6.7583210e-01,0.04,-0.4
6.7583220e-01,-0.08,-0.2
6.7583230e-01,-0.04,-0.4
6.7583240e-01,-0.08,-0.6
6.7583250e-01,-0.12,-0.2
6.7583260e-01,0,-0.4
6.7583270e-01,-0.12,-0.5
6.7583280e-01,-0.08,-0.4
6.7583290e-01,-0.2,-0.5
6.7583300e-01,0.04,-0.7
6.7583310e-01,-0.08,-0.3
6.7583320e-01,-0.04,-0.8
6.7583330e-01,0.04,-0.4
6.7583340e-01,0.04,-0.3
6.7583350e-01,-0.08,-0.4
6.7583360e-01,0,-0.9
6.7583370e-01,0.08,-0.4
6.7583380e-01,0,-0.2
6.7583390e-01,-0.08,-0.5
6.7583400e-01,-0.04,-0.6
6.7583410e-01,-0.08,-0.4
6.7583420e-01,-0.04,-0.5
6.7583430e-01,-0.16,-0.6
6.7583440e-01,-0.04,-0.5
6.7583450e-01,-0.12,-0.5
6.7583460e-01,-0.12,-0.5
6.7583470e-01,-0.04,-0.5
6.7583480e-01,-0.12,-0.5
6.7583490e-01,-0.12,-0.4
6.7583500e-01,-0.16,-0.6
6.7583510e-01,-0.04,-0.6
6.7583520e-01,-0.04,-0.5
6.7583530e-01,0,-0.6
6.7583540e-01,-0.04,-0.5
6.7583550e-01,-0.2,-0.6
6.7583560e-01,-0.16,-0.5
6.7583570e-01,-0.04,-0.3
6.7583580e-01,-0.08,-0.6
6.7583590e-01,0,-0.6
6.7583600e-01,-0.24,-0.5
6.7583610e-01,-0.08,-0.4
6.7583620e-01,-0.12,-0.5
6.7583630e-01,-0.04,-0.3
6.7583640e-01,-0.08,-0.2
6.7583650e-01,0.04,-0.7
6.7583660e-01,-0.08,-0.7
6.7583670e-01,-0.16,-0.6
6.7583680e-01,-0.16,-0.5
6.7583690e-01,-0.04,-0.3
6.7583700e-01,0,-0.4
6.7583710e-01,-0.04,-0.2
6.7583720e-01,-0.12,-0.5
6.7583730e-01,-0.08,-0.3
6.7583740e-01,0,-0.4
6.7583750e-01,-0.2,-0.3
6.7583760e-01,-0.04,-0.5
6.7583770e-01,-0.16,-0.5
6.7583780e-01,-0.16,-0.9
6.7583790e-01,0,-0.7
6.7583800e-01,-0.12,-0.5
6.7583810e-01,0,-0.5
6.7583820e-01,-0.08,-0.6
6.7583830e-01,-0.04,-0.3
6.7583840e-01,-0.04,-0.3
6.7583850e-01,-0.12,-0.6
6.7583860e-01,-0.2,-0.3
6.7583870e-01,-0.08,-0.4
6.7583880e-01,-0.04,-0.6
6.7583890e-01,-0.04,-0.4
6.7583900e-01,-0.08,-0.7
6.7583910e-01,0.04,-0.6
6.7583920e-01,0,-0.1
6.7583930e-01,-0.04,-0.5
