"TIME","CH1","CH2"
6.7600680e-01,-0.04,-0.6
6.7600690e-01,-0.2,-0.5
6.7600700e-01,0.04,-0.8
6.7600710e-01,0,-0.5
6.7600720e-01,0,-0.5
6.7600730e-01,0,-0.2
6.7600740e-01,-0.08,-0.4
6.7600750e-01,-0.16,0
6.7600760e-01,0,-0.6
6.7600770e-01,0.04,-0.5
6.7600780e-01,0.04,-0.6
6.7600790e-01,-0.04,-0.6
6.7600800e-01,-0.08,-0.3
6.7600810e-01,0.04,-0.5
6.7600820e-01,0,-0.7
6.7600830e-01,0.04,-0.4
6.7600840e-01,-0.08,-0.8
6.7600850e-01,0,-0.3
6.7600860e-01,-0.04,-0.4
6.7600870e-01,-0.16,-0.7
6.7600880e-01,-0.08,-0.6
6.7600890e-01,0,-0.6
6.7600900e-01,-0.04,-0.8
6.7600910e-01,-0.08,-0.6
6.7600920e-01,-0.04,-0.7
6.7600930e-01,0,-0.6
6.7600940e-01,0.04,-0.6
6.7600950e-01,-0.04,-0.4
6.7600960e-01,-0.12,-0.3
6.7600970e-01,-0.04,-0.6
6.7600980e-01,-0.16,-0.7
6.7600990e-01,-0.16,-0.6
6.7601000e-01,0,-0.4
6.7601010e-01,-0.04,-0.2
6.7601020e-01,-0.12,-0.1
6.7601030e-01,0,-0.4
6.7601040e-01,-0.2,-0.1
6.7601050e-01,0,-0.5
6.7601060e-01,-0.12,-0.7
6.7601070e-01,-0.12,-0.4
6.7601080e-01,0.04,-0.3
6.7601090e-01,-0.08,-0.4
6.7601100e-01,0,-0.4
6.7601110e-01,-0.08,-0.6
6.7601120e-01,-0.08,-0.3
6.7601130e-01,-0.12,-0.6
6.7601140e-01,0,-0.4
6.7601150e-01,-0.04,-0.5
6.7601160e-01,-0.16,-0.2
6.7601170e-01,0,-0.9
6.7601180e-01,-0.16,-0.4
6.7601190e-01,-0.04,-0.6
6.7601200e-01,-0.04,-0.4
6.7601210e-01,-0.08,-0.1
6.7601220e-01,-0.12,-0.5
6.7601230e-01,-0.08,-0.6
6.7601240e-01,-0.08,-0.4
6.7601250e-01,-0.08,-0.4
6.7601260e-01,-0.16,-0.4
6.7601270e-01,-0.04,-0.3
6.7601280e-01,0,-0.4
6.7601290e-01,0.04,-0.6
6.7601300e-01,-0.08,-0.4
6.7601310e-01,-0.08,-0.4
6.7601320e-01,-0.08,-0.6
6.7601330e-01,-0.08,-0.3
6.7601340e-01,-0.04,-0.6
6.7601350e-01,-0.04,-0.5
6.7601360e-01,-0.08,-0.3
6.7601370e-01,-0.16,-0.2
6.7601380e-01,0,-0.6
6.7601390e-01,-0.08,-0.5
6.7601400e-01,-0.04,-0.5
6.7601410e-01,0,-0.8
6.7601420e-01,0.08,-0.5
6.7601430e-01,-0.16,-0.6
6.7601440e-01,-0.12,-1
6.7601450e-01,0.12,-0.3
6.7601460e-01,0,-0.5
6.7601470e-01,-0.04,-0.5
6.7601480e-01,0,-0.7
6.7601490e-01,-0.04,-0.5
6.7601500e-01,0.08,-0.4
6.7601510e-01,-0.04,-0.4
6.7601520e-01,-0.08,-0.3
6.7601530e-01,0,-0.7
6.7601540e-01,0,-0.5
6.7601550e-01,-0.04,-0.5
6.7601560e-01,-0.12,-0.3
6.7601570e-01,-0.12,-0.4
6.7601580e-01,-0.08,-0.5
6.7601590e-01,-0.08,-0.2
6.7601600e-01,0,-0.5
6.7601610e-01,-0.12,-0.4
6.7601620e-01,-0.04,-0.2
6.7601630e-01,0.04,-0.6
6.7601640e-01,-0.04,-0.4
6.7601650e-01,-0.08,-0.2
6.7601660e-01,0.04,-0.3
6.7601670e-01,-0.08,-0.5
6.7601680e-01,-0.12,-0.1
6.7601690e-01,-0.16,-0.5
6.7601700e-01,0.04,-0.5
6.7601710e-01,-0.16,-0.3
6.7601720e-01,0.12,-0.4
6.7601730e-01,0,-0.6
6.7601740e-01,-0.04,-0.3
6.7601750e-01,-0.04,-0.6
6.7601760e-01,-0.08,-0.2
6.7601770e-01,0.08,-0.1
6.7601780e-01,-0.2,-0.6
6.7601790e-01,-0.04,-0.1
6.7601800e-01,0.12,-0.4
6.7601810e-01,-0.04,-0.6
6.7601820e-01,0,-0.5
6.7601830e-01,0,-0.5
6.7601840e-01,-0.08,-0.3
6.7601850e-01,0,-0.3
6.7601860e-01,0.08,-0.2
6.7601870e-01,0.08,-0.4
6.7601880e-01,0.04,-0.3
6.7601890e-01,0.08,-0.4
6.7601900e-01,0.12,-0.4
6.7601910e-01,-0.08,-0.4
6.7601920e-01,-0.04,-0.3
6.7601930e-01,-0.08,-0.2
6.7601940e-01,0.04,-0.3
6.7601950e-01,-0.12,-0.8
6.7601960e-01,-0.04,-0.6
6.7601970e-01,-0.04,-0.1
6.7601980e-01,-0.08,-0.5
6.7601990e-01,-0.12,-0.6
6.7602000e-01,-0.16,-0.4
6.7602010e-01,-0.16,-0.4
6.7602020e-01,0,-0.5
6.7602030e-01,-0.12,-0.5
6.7602040e-01,-0.12,-0.4
6.7602050e-01,-0.08,-0.1
6.7602060e-01,0,-0.3
6.7602070e-01,-0.12,-0.5
6.7602080e-01,-0.08,-0.2
6.7602090e-01,-0.08,-0.4
6.7602100e-01,0.08,-0.5
6.7602110e-01,0.08,-0.4
6.7602120e-01,-0.12,-0.3
6.7602130e-01,-0.04,-0.5
6.7602140e-01,0,-0.3
6.7602150e-01,0.08,-0.3
6.7602160e-01,-0.04,-0.5
6.7602170e-01,0.04,-0.4
6.7602180e-01,-0.12,-0.1
6.7602190e-01,0.08,-0.5
6.7602200e-01,0,-0.5
6.7602210e-01,0,-0.2
6.7602220e-01,0,-0.5
6.7602230e-01,-0.08,-0.5
6.7602240e-01,-0.04,-0.6
6.7602250e-01,0,-0.2
6.7602260e-01,-0.04,-0.3
6.7602270e-01,-0.04,-0.6
6.7602280e-01,-0.12,-0.5
6.7602290e-01,-0.08,-0.5
6.7602300e-01,-0.04,-0.6
6.7602310e-01,0,-0.2
6.7602320e-01,0.04,-0.2
6.7602330e-01,0.04,-0.3
6.7602340e-01,-0.04,-0.3
6.7602350e-01,0.04,-0.3
6.7602360e-01,0,-0.4
6.7602370e-01,0,-0.6
6.7602380e-01,0.04,-0.5
6.7602390e-01,-0.04,-0.4
6.7602400e-01,-0.12,-0.4
6.7602410e-01,-0.08,-0.3
6.7602420e-01,-0.04,-0.7
6.7602430e-01,-0.08,-0.5
6.7602440e-01,-0.08,-0.3
6.7602450e-01,0,-0.5
6.7602460e-01,-0.08,-0.3
6.7602470e-01,-0.08,-0.7
6.7602480e-01,0,-0.6
6.7602490e-01,-0.04,-0.2
6.7602500e-01,-0.16,-0.4
6.7602510e-01,-0.16,-0.2
6.7602520e-01,0,-0.3
6.7602530e-01,-0.04,-0.3
6.7602540e-01,-0.04,-0.7
6.7602550e-01,-0.04,-0.5
6.7602560e-01,-0.16,-0.6
6.7602570e-01,0.04,-0.4
6.7602580e-01,-0.12,-0.1
6.7602590e-01,-0.04,-0.4
6.7602600e-01,0,-0.5
6.7602610e-01,0.04,-0.5
6.7602620e-01,0,-0.3
6.7602630e-01,-0.08,-0.3
6.7602640e-01,-0.04,-0.6
6.7602650e-01,-0.2,-0.7
6.7602660e-01,-0.08,-0.3
6.7602670e-01,0.04,-0.6
6.7602680e-01,-0.04,-0.3
6.7602690e-01,-0.04,-0.8
6.7602700e-01,-0.04,-0.3
6.7602710e-01,-0.08,-0.5
6.7602720e-01,0,-0.5
6.7602730e-01,0,-0.4
6.7602740e-01,-0.04,-0.6
6.7602750e-01,0.04,-0.6
6.7602760e-01,-0.16,-0.6
6.7602770e-01,0,-0.5
6.7602780e-01,-0.08,-0.7
6.7602790e-01,-0.08,-0.7
6.7602800e-01,-0.04,-0.7
6.7602810e-01,-0.16,-0.5
6.7602820e-01,-0.12,-0.5
6.7602830e-01,-0.04,-0.6
6.7602840e-01,-0.2,-0.2
6.7602850e-01,-0.04,-0.3
6.7602860e-01,0,-0.7
6.7602870e-01,-0.12,-0.6
6.7602880e-01,-0.16,-0.4
6.7602890e-01,-0.2,-0.6
6.7602900e-01,-0.04,-0.7
6.7602910e-01,-0.04,-0.6
6.7602920e-01,-0.24,-0.3
6.7602930e-01,0.04,-0.4
6.7602940e-01,0,-0.5
6.7602950e-01,-0.24,-0.2
6.7602960e-01,-0.12,-0.5
6.7602970e-01,-0.12,-0.4
6.7602980e-01,-0.16,-0.4
6.7602990e-01,-0.08,-0.3
6.7603000e-01,-0.12,-0.2
6.7603010e-01,-0.08,-0.6
6.7603020e-01,-0.12,-0.2
6.7603030e-01,0,-0.2
6.7603040e-01,-0.08,-0.4
6.7603050e-01,-0.16,-0.5
6.7603060e-01,-0.2,-0.4
6.7603070e-01,-0.12,-0.4
6.7603080e-01,-0.08,-0.4
6.7603090e-01,-0.08,-0.3
6.7603100e-01,-0.04,-0.2
6.7603110e-01,-0.04,-0.5
6.7603120e-01,-0.08,-0.5
6.7603130e-01,0,-0.2
6.7603140e-01,-0.16,-0.4
6.7603150e-01,-0.12,-0.4
6.7603160e-01,-0.08,-0.6
6.7603170e-01,-0.04,-0.4
6.7603180e-01,-0.08,-0.3
6.7603190e-01,0.08,-0.5
6.7603200e-01,-0.12,-0.7
6.7603210e-01,-0.08,-0.8
6.7603220e-01,0,-0.5
6.7603230e-01,-0.04,-0.6
6.7603240e-01,-0.12,-0.7
6.7603250e-01,-0.08,-0.5
6.7603260e-01,-0.08,-0.3
6.7603270e-01,-0.12,-0.7
6.7603280e-01,-0.24,-0.2
6.7603290e-01,-0.08,0
6.7603300e-01,-0.16,-0.3
6.7603310e-01,-0.08,-0.7
6.7603320e-01,0,-0.5
6.7603330e-01,-0.12,-0.5
6.7603340e-01,-0.12,-0.2
6.7603350e-01,0,-0.3
6.7603360e-01,-0.08,-0.5
6.7603370e-01,-0.16,-0.4
6.7603380e-01,-0.04,-0.6
6.7603390e-01,-0.04,-0.7
6.7603400e-01,-0.08,-0.5
6.7603410e-01,-0.24,-0.2
6.7603420e-01,-0.16,-0.6
6.7603430e-01,0.12,-0.7
6.7603440e-01,0,-0.5
6.7603450e-01,-0.04,-0.3
6.7603460e-01,-0.08,-0.4
6.7603470e-01,-0.12,-0.5
6.7603480e-01,-0.04,-0.6
6.7603490e-01,-0.08,-0.6
6.7603500e-01,-0.04,-0.7
6.7603510e-01,-0.2,-0.5
6.7603520e-01,-0.12,-0.4
6.7603530e-01,-0.16,-0.4
6.7603540e-01,-0.12,-0.5
6.7603550e-01,0.04,-0.5
6.7603560e-01,-0.2,-0.3
6.7603570e-01,-0.08,-0.8
6.7603580e-01,-0.04,-0.5
6.7603590e-01,-0.04,-0.6
6.7603600e-01,-0.04,-0.7
6.7603610e-01,-0.08,-0.5
6.7603620e-01,-0.04,-0.5
6.7603630e-01,-0.08,-0.3
6.7603640e-01,0,-0.2
6.7603650e-01,0.04,-0.4
6.7603660e-01,-0.12,-0.4
6.7603670e-01,-0.12,-0.1
6.7603680e-01,0,-0.2
6.7603690e-01,0.04,-0.2
6.7603700e-01,0,-0.6
6.7603710e-01,-0.04,-0.3
6.7603720e-01,-0.08,-0.2
6.7603730e-01,0,-0.7
6.7603740e-01,0.2,-0.6
6.7603750e-01,0,-0.5
6.7603760e-01,-0.08,-0.2
6.7603770e-01,0.08,-0.6
6.7603780e-01,0,-0.4
6.7603790e-01,-0.08,-0.5
6.7603800e-01,-0.04,-0.6
6.7603810e-01,0,-0.3
6.7603820e-01,0,-0.2
6.7603830e-01,0.04,-0.5
6.7603840e-01,0.04,-0.3
6.7603850e-01,0.12,-0.2
6.7603860e-01,-0.04,-0.1
6.7603870e-01,-0.12,-0.4
6.7603880e-01,0.04,-0.5
6.7603890e-01,-0.04,-0.5
6.7603900e-01,-0.12,-0.6
6.7603910e-01,0,-0.3
6.7603920e-01,0.04,-0.7
6.7603930e-01,-0.04,-0.3
6.7603940e-01,-0.04,-0.4
6.7603950e-01,-0.24,-0.3
6.7603960e-01,-0.08,-0.8
6.7603970e-01,-0.08,-0.4
6.7603980e-01,-0.12,-0.3
6.7603990e-01,0,-0.8
6.7604000e-01,-0.04,-0.2
6.7604010e-01,-0.08,-0.4
6.7604020e-01,-0.08,-0.6
6.7604030e-01,0,-0.4
6.7604040e-01,0,-0.3
6.7604050e-01,-0.08,-0.5
6.7604060e-01,0.04,-0.2
6.7604070e-01,-0.08,-0.4
6.7604080e-01,-0.08,-0.4
6.7604090e-01,0,-0.3
6.7604100e-01,0,-0.2
6.7604110e-01,-0.12,-0.2
6.7604120e-01,-0.08,-0.4
6.7604130e-01,0,-0.5
6.7604140e-01,-0.08,-0.3
6.7604150e-01,0.08,-0.4
6.7604160e-01,-0.04,-0.9
6.7604170e-01,-0.04,-0.2
6.7604180e-01,0.04,-0.4
6.7604190e-01,0.12,-0.4
6.7604200e-01,-0.04,-0.6
6.7604210e-01,-0.04,-0.5
6.7604220e-01,0.04,-0.6
6.7604230e-01,-0.08,0
6.7604240e-01,-0.12,-0.5
6.7604250e-01,0,-0.7
6.7604260e-01,-0.12,-0.4
6.7604270e-01,0.04,-0.9
6.7604280e-01,-0.08,-0.3
6.7604290e-01,-0.04,-0.1
6.7604300e-01,-0.08,-0.6
6.7604310e-01,0,-0.6
6.7604320e-01,-0.08,-0.5
6.7604330e-01,-0.08,-0.3
6.7604340e-01,-0.08,-0.3
6.7604350e-01,0,-0.7
6.7604360e-01,0,-0.6
6.7604370e-01,-0.12,-0.4
6.7604380e-01,-0.08,-0.4
6.7604390e-01,-0.08,-0.5
6.7604400e-01,0,-0.2
6.7604410e-01,0.04,-0.8
6.7604420e-01,0,-0.1
6.7604430e-01,0.04,-0.4
6.7604440e-01,0.04,-0.2
6.7604450e-01,0,-0.4
6.7604460e-01,0,-0.5
6.7604470e-01,-0.04,-0.2
6.7604480e-01,-0.04,-0.5
6.7604490e-01,0,-0.4
6.7604500e-01,0.04,-0.4
6.7604510e-01,-0.12,-0.4
6.7604520e-01,-0.04,-0.6
6.7604530e-01,-0.16,-0.2
6.7604540e-01,-0.12,-0.6
6.7604550e-01,-0.12,-0.3
6.7604560e-01,-0.12,-0.4
6.7604570e-01,-0.08,-0.2
6.7604580e-01,-0.04,-0.5
6.7604590e-01,0.12,-0.8
6.7604600e-01,-0.12,-0.5
6.7604610e-01,-0.04,-0.5
6.7604620e-01,-0.16,-0.5
6.7604630e-01,-0.16,-0.8
6.7604640e-01,-0.16,-0.3
6.7604650e-01,-0.2,-0.2
6.7604660e-01,-0.04,-0.5
6.7604670e-01,0,-0.7
6.7604680e-01,0.08,-0.3
6.7604690e-01,0.04,-0.4
6.7604700e-01,0,-0.7
6.7604710e-01,0.04,-0.6
6.7604720e-01,-0.04,-0.7
6.7604730e-01,0,-0.7
6.7604740e-01,-0.16,-0.4
6.7604750e-01,-0.08,-0.4
6.7604760e-01,-0.04,-0.4
6.7604770e-01,-0.08,-0.7
6.7604780e-01,-0.2,-0.6
6.7604790e-01,-0.04,-0.4
6.7604800e-01,-0.08,-0.5
6.7604810e-01,0,-0.3
6.7604820e-01,-0.12,0
6.7604830e-01,-0.12,-0.5
6.7604840e-01,0.08,-0.4
6.7604850e-01,-0.04,-0.4
6.7604860e-01,-0.04,-0.6
6.7604870e-01,0,-0.5
6.7604880e-01,0.16,-0.7
6.7604890e-01,-0.04,-0.3
6.7604900e-01,-0.12,-0.2
6.7604910e-01,0.04,-0.5
6.7604920e-01,-0.04,-0.6
6.7604930e-01,-0.08,-0.6
6.7604940e-01,-0.04,-0.8
6.7604950e-01,-0.08,-0.4
6.7604960e-01,-0.08,-0.6
6.7604970e-01,-0.12,-0.3
6.7604980e-01,-0.08,-0.4
6.7604990e-01,-0.12,-0.6
6.7605000e-01,-0.08,-0.2
6.7605010e-01,-0.04,-0.5
6.7605020e-01,-0.12,-0.4
6.7605030e-01,-0.08,-0.4
6.7605040e-01,0.04,-0.4
6.7605050e-01,-0.08,-0.4
6.7605060e-01,0,-0.3
6.7605070e-01,-0.16,-0.4
6.7605080e-01,-0.08,-0.6
6.7605090e-01,-0.12,-0.5
6.7605100e-01,0,-0.6
6.7605110e-01,0.04,-0.4
6.7605120e-01,-0.12,-0.4
6.7605130e-01,-0.12,-0.4
6.7605140e-01,-0.04,-0.3
6.7605150e-01,-0.04,-0.4
6.7605160e-01,-0.08,-0.4
6.7605170e-01,0,-0.5
6.7605180e-01,0,-0.6
6.7605190e-01,0,-0.5
6.7605200e-01,0.04,-0.5
6.7605210e-01,-0.04,-0.3
6.7605220e-01,-0.04,-0.7
6.7605230e-01,-0.16,-0.3
6.7605240e-01,-0.2,-0.4
6.7605250e-01,0,-0.5
6.7605260e-01,-0.16,-0.7
6.7605270e-01,-0.2,-0.3
6.7605280e-01,-0.16,-0.4
6.7605290e-01,0,-0.4
6.7605300e-01,0.04,-0.5
6.7605310e-01,-0.08,-0.6
6.7605320e-01,0,0.1
6.7605330e-01,-0.12,-0.3
6.7605340e-01,-0.08,-0.2
6.7605350e-01,-0.12,-0.5
6.7605360e-01,-0.04,-0.4
6.7605370e-01,-0.08,-0.5
6.7605380e-01,-0.08,-0.2
6.7605390e-01,-0.16,-0.4
6.7605400e-01,-0.04,-0.8
6.7605410e-01,0.04,-0.3
6.7605420e-01,0.04,-0.5
6.7605430e-01,-0.16,-0.5
6.7605440e-01,-0.04,-0.6
6.7605450e-01,-0.08,-0.4
6.7605460e-01,0.04,-0.7
6.7605470e-01,-0.12,-0.4
6.7605480e-01,-0.2,-0.3
6.7605490e-01,-0.04,-0.5
6.7605500e-01,-0.04,-0.7
6.7605510e-01,-0.04,-0.8
6.7605520e-01,-0.12,-0.1
6.7605530e-01,-0.16,-0.3
6.7605540e-01,-0.08,-0.6
6.7605550e-01,0,-0.4
6.7605560e-01,-0.08,-0.7
6.7605570e-01,0,-0.6
6.7605580e-01,-0.08,-0.3
6.7605590e-01,-0.04,-0.5
6.7605600e-01,0,-0.7
6.7605610e-01,-0.12,-0.3
6.7605620e-01,-0.12,-0.6
6.7605630e-01,0,-0.3
6.7605640e-01,-0.04,-0.5
6.7605650e-01,-0.08,-0.5
6.7605660e-01,0.08,-0.6
6.7605670e-01,0,-0.3
6.7605680e-01,0.12,-0.5
6.7605690e-01,0,-0.6
6.7605700e-01,0,-0.1
6.7605710e-01,0,-0.4
6.7605720e-01,0,-0.6
6.7605730e-01,-0.04,-0.3
6.7605740e-01,-0.12,-0.3
6.7605750e-01,0,-0.3
6.7605760e-01,0.04,0
6.7605770e-01,-0.12,-0.5
6.7605780e-01,0.08,-0.6
6.7605790e-01,-0.12,-0.5
6.7605800e-01,-0.08,-0.3
6.7605810e-01,-0.04,-0.3
6.7605820e-01,0,-0.1
6.7605830e-01,0.04,-0.3
6.7605840e-01,0,-0.3
6.7605850e-01,0,-0.2
6.7605860e-01,-0.08,-0.4
6.7605870e-01,0,-0.6
6.7605880e-01,-0.12,-0.8
6.7605890e-01,0.04,-0.5
6.7605900e-01,-0.08,-0.4
6.7605910e-01,-0.12,-0.6
6.7605920e-01,0.04,-0.1
6.7605930e-01,-0.12,-0.4
6.7605940e-01,0,-0.7
6.7605950e-01,-0.08,-0.4
6.7605960e-01,-0.04,-0.6
6.7605970e-01,0,-0.6
6.7605980e-01,-0.16,-0.4
6.7605990e-01,-0.04,-0.3
6.7606000e-01,0,-0.3
6.7606010e-01,0,-0.3
6.7606020e-01,0.12,-0.4
6.7606030e-01,0.12,-0.6
6.7606040e-01,-0.04,-0.3
6.7606050e-01,-0.08,-0.3
6.7606060e-01,0.04,-0.5
6.7606070e-01,0.08,-0.4
6.7606080e-01,0,-0.6
6.7606090e-01,-0.04,-0.5
6.7606100e-01,-0.04,-0.2
6.7606110e-01,0.12,-0.2
6.7606120e-01,0.04,-0.4
6.7606130e-01,-0.04,-0.6
6.7606140e-01,0,-0.3
6.7606150e-01,0.04,-0.4
6.7606160e-01,-0.04,-0.4
6.7606170e-01,-0.04,-0.3
6.7606180e-01,0.04,-0.4
6.7606190e-01,0,-0.5
6.7606200e-01,0.08,-0.3
6.7606210e-01,0.08,-0.4
6.7606220e-01,-0.08,-0.4
6.7606230e-01,0,-0.6
6.7606240e-01,-0.04,-0.4
6.7606250e-01,0.04,-0.4
6.7606260e-01,-0.04,-0.3
6.7606270e-01,-0.04,-0.4
6.7606280e-01,-0.04,-0.5
6.7606290e-01,-0.04,-0.5
6.7606300e-01,0,-0.5
6.7606310e-01,-0.04,-0.1
6.7606320e-01,0.04,-0.6
6.7606330e-01,-0.04,-0.5
6.7606340e-01,-0.08,-0.6
6.7606350e-01,0.08,-0.6
6.7606360e-01,-0.08,0.1
6.7606370e-01,-0.04,-0.4
6.7606380e-01,0,-0.1
6.7606390e-01,-0.04,-0.5
6.7606400e-01,0,-0.4
6.7606410e-01,0,-0.1
6.7606420e-01,-0.16,-0.2
6.7606430e-01,0,-0.3
6.7606440e-01,-0.16,-0.3
6.7606450e-01,0,-0.3
6.7606460e-01,0,-0.4
6.7606470e-01,0.08,-0.4
6.7606480e-01,-0.08,-0.5
6.7606490e-01,0,-0.6
6.7606500e-01,0.08,-0.6
6.7606510e-01,-0.04,-0.5
6.7606520e-01,-0.12,-0.4
6.7606530e-01,-0.04,-0.5
6.7606540e-01,-0.12,-0.3
6.7606550e-01,-0.08,-0.3
6.7606560e-01,-0.04,-0.4
6.7606570e-01,-0.16,-0.4
6.7606580e-01,-0.08,-0.4
6.7606590e-01,-0.16,-0.3
6.7606600e-01,-0.08,-0.4
6.7606610e-01,-0.04,-0.5
6.7606620e-01,-0.08,-0.3
6.7606630e-01,-0.04,-0.7
6.7606640e-01,0.04,-0.9
6.7606650e-01,0,-0.6
6.7606660e-01,0,-0.2
6.7606670e-01,-0.04,-0.5
6.7606680e-01,-0.04,-0.5
6.7606690e-01,-0.08,-0.5
6.7606700e-01,-0.12,-0.8
6.7606710e-01,-0.12,-0.7
6.7606720e-01,-0.2,-0.5
6.7606730e-01,0,-0.5
6.7606740e-01,-0.08,-0.4
6.7606750e-01,0.04,-0.2
6.7606760e-01,0,-0.4
6.7606770e-01,-0.12,-0.5
6.7606780e-01,-0.08,-0.5
6.7606790e-01,0.04,-0.4
6.7606800e-01,-0.12,-0.5
6.7606810e-01,-0.08,-0.4
6.7606820e-01,-0.12,-0.5
6.7606830e-01,0.16,-0.6
6.7606840e-01,-0.12,-0.5
6.7606850e-01,-0.08,-0.5
6.7606860e-01,-0.04,-0.4
6.7606870e-01,-0.12,-0.7
6.7606880e-01,-0.04,-0.5
6.7606890e-01,0.04,-0.3
6.7606900e-01,-0.12,-0.4
6.7606910e-01,-0.16,-0.5
6.7606920e-01,-0.12,-0.6
6.7606930e-01,-0.08,-0.5
6.7606940e-01,-0.08,-0.5
6.7606950e-01,-0.08,-0.2
6.7606960e-01,-0.04,-0.1
6.7606970e-01,-0.2,-0.5
6.7606980e-01,0,-0.4
6.7606990e-01,0,-0.4
6.7607000e-01,-0.12,-0.5
6.7607010e-01,-0.12,-0.4
6.7607020e-01,-0.12,-0.2
6.7607030e-01,-0.04,-0.7
6.7607040e-01,-0.08,-0.2
6.7607050e-01,-0.04,-0.5
6.7607060e-01,-0.2,-0.6
6.7607070e-01,-0.16,-0.5
6.7607080e-01,-0.04,-0.7
6.7607090e-01,0.04,-0.6
6.7607100e-01,-0.08,-0.5
6.7607110e-01,-0.2,-0.5
6.7607120e-01,-0.24,-0.4
6.7607130e-01,0.04,-0.6
6.7607140e-01,0,-0.3
6.7607150e-01,-0.08,-0.8
6.7607160e-01,-0.04,-0.6
6.7607170e-01,-0.08,-0.4
6.7607180e-01,-0.16,-0.9
6.7607190e-01,0.04,-0.5
6.7607200e-01,0.04,-0.3
6.7607210e-01,-0.04,-0.4
6.7607220e-01,-0.04,-0.5
6.7607230e-01,-0.16,-0.4
6.7607240e-01,-0.12,-0.2
6.7607250e-01,-0.12,-0.3
6.7607260e-01,-0.04,-0.3
6.7607270e-01,-0.2,-0.5
6.7607280e-01,-0.08,-0.7
6.7607290e-01,-0.08,-0.4
6.7607300e-01,0.04,-0.3
6.7607310e-01,-0.12,-0.1
6.7607320e-01,-0.16,-0.5
6.7607330e-01,0,-0.4
6.7607340e-01,-0.16,-0.3
6.7607350e-01,0,-0.8
6.7607360e-01,-0.16,-0.4
6.7607370e-01,-0.12,-0.8
6.7607380e-01,0,-0.8
6.7607390e-01,0.04,-0.3
6.7607400e-01,-0.04,-0.5
6.7607410e-01,0,-0.3
6.7607420e-01,0,-0.5
6.7607430e-01,-0.04,-0.2
6.7607440e-01,0.04,-0.2
6.7607450e-01,-0.08,-0.5
6.7607460e-01,-0.08,-0.5
6.7607470e-01,-0.2,-0.4
6.7607480e-01,-0.12,-0.6
6.7607490e-01,-0.08,-0.4
6.7607500e-01,-0.04,-0.7
6.7607510e-01,-0.04,-0.4
6.7607520e-01,-0.2,-0.4
6.7607530e-01,-0.04,-0.5
6.7607540e-01,-0.08,-0.2
6.7607550e-01,0.08,-0.6
6.7607560e-01,-0.12,-0.5
6.7607570e-01,0.08,-0.6
6.7607580e-01,-0.04,-0.6
6.7607590e-01,-0.04,-0.3
6.7607600e-01,0.04,-0.6
6.7607610e-01,0,-0.4
6.7607620e-01,-0.08,-0.3
6.7607630e-01,0,-0.4
6.7607640e-01,0,-0.6
6.7607650e-01,0.04,0
6.7607660e-01,-0.08,-0.8
6.7607670e-01,0.04,-0.4
6.7607680e-01,0.08,-0.5
6.7607690e-01,0,-0.5
6.7607700e-01,0.08,-0.3
6.7607710e-01,0.04,-0.4
6.7607720e-01,0.04,-0.1
6.7607730e-01,-0.08,-0.3
6.7607740e-01,0.04,-0.1
6.7607750e-01,-0.04,-0.4
6.7607760e-01,-0.04,-0.3
6.7607770e-01,0,-0.8
6.7607780e-01,-0.08,-0.4
6.7607790e-01,-0.08,-0.2
6.7607800e-01,-0.08,-0.3
6.7607810e-01,-0.04,-0.3
6.7607820e-01,-0.04,-0.4
6.7607830e-01,0,-0.4
6.7607840e-01,0.04,-0.4
6.7607850e-01,0,-0.2
6.7607860e-01,-0.08,-0.2
6.7607870e-01,0,-0.3
6.7607880e-01,-0.16,-0.4
6.7607890e-01,-0.12,-0.5
6.7607900e-01,-0.04,-0.5
6.7607910e-01,-0.08,0
6.7607920e-01,-0.16,-0.2
6.7607930e-01,-0.08,-0.1
6.7607940e-01,-0.04,-0.5
6.7607950e-01,-0.08,-0.5
6.7607960e-01,-0.04,-0.3
6.7607970e-01,-0.04,-0.3
6.7607980e-01,-0.04,-0.1
6.7607990e-01,0,-0.4
6.7608000e-01,0.08,-0.3
6.7608010e-01,-0.04,-0.6
6.7608020e-01,-0.08,-0.4
6.7608030e-01,0.04,-0.3
6.7608040e-01,-0.16,-0.5
6.7608050e-01,0.12,-0.5
6.7608060e-01,0.04,-0.5
6.7608070e-01,-0.12,-0.5
6.7608080e-01,-0.12,-0.3
6.7608090e-01,0.04,-0.3
6.7608100e-01,-0.08,-0.4
6.7608110e-01,-0.04,-0.8
6.7608120e-01,-0.12,-0.3
6.7608130e-01,0.08,-0.2
6.7608140e-01,-0.08,-0.3
6.7608150e-01,0,-0.3
6.7608160e-01,0.08,-0.4
6.7608170e-01,0.08,-0.3
6.7608180e-01,-0.04,-0.6
6.7608190e-01,-0.08,-0.3
6.7608200e-01,-0.16,-0.6
6.7608210e-01,0.04,-0.5
6.7608220e-01,-0.04,-0.2
6.7608230e-01,0.08,-0.5
6.7608240e-01,0.08,-0.3
6.7608250e-01,0,-0.1
6.7608260e-01,-0.08,-0.5
6.7608270e-01,0.08,-0.4
6.7608280e-01,-0.04,-0.3
6.7608290e-01,-0.04,-0.4
6.7608300e-01,-0.12,-0.1
6.7608310e-01,-0.04,-0.3
6.7608320e-01,0,-0.5
6.7608330e-01,-0.12,-0.6
